date,sku_id,store_id,region,units_sold,revenue,unit_price,discount,category,subcategory,launch_date,unit_cost,week,month,season,promotion_events,on_hand,on_order,lead_time,reorder_point,weather_condition,competitor_pricing,demand_forecast
28-06-2022,P0002,S001,South,31,1266.0555,42.99,5,Clothing,Clothing_General,01-01-2022,27.9435,26,6,Summer,1,67,49,7,1122,Sunny,42.93,27.72
28-06-2022,P0003,S001,East,226,8108.88,35.88,0,Clothing,Clothing_General,01-01-2022,23.322,26,6,Summer,1,483,101,7,1134,Cloudy,38.44,231.56
28-06-2022,P0004,S001,West,5,184.3475,38.81,5,Clothing,Clothing_General,01-01-2022,25.2265,26,6,Summer,1,150,189,7,1139,Sunny,43.64,1.15
28-06-2022,P0005,S001,South,66,2262.843,36.09,5,Toys,Toys_General,01-01-2022,23.4585,26,6,Summer,0,152,130,7,1158,Snowy,31.57,72.04
28-06-2022,P0006,S001,West,433,31405.7065,85.33,15,Toys,Toys_General,01-01-2022,55.4645,26,6,Summer,0,434,147,7,1143,Snowy,84.96,449.59
28-06-2022,P0007,S001,East,211,15852.852,83.48,10,Clothing,Clothing_General,01-01-2022,54.262,26,6,Summer,0,238,127,7,1148,Rainy,81.38,221.72
28-06-2022,P0008,S001,East,5,367.02,81.56,10,Electronics,Electronics_General,01-01-2022,53.014,26,6,Summer,0,254,139,7,1123,Rainy,83.73,18.79
28-06-2022,P0009,S001,North,123,9519.216,96.74,20,Groceries,Groceries_General,01-01-2022,62.881,26,6,Summer,1,295,134,7,1154,Rainy,98.48,138.68
28-06-2022,P0010,S001,North,259,22682.961,97.31,10,Furniture,Furniture_General,01-01-2022,63.2515,26,6,Summer,1,399,141,7,1141,Sunny,96.26,264.93
28-06-2022,P0011,S001,South,337,32507.02,96.46,0,Electronics,Electronics_General,01-01-2022,62.699,26,6,Summer,0,467,42,7,1148,Rainy,100.71,337.05
28-06-2022,P0012,S001,East,59,3186,54,0,Electronics,Electronics_General,01-01-2022,35.1,26,6,Summer,1,370,44,7,1130,Rainy,51.75,57.65
28-06-2022,P0013,S001,West,85,7513.7875,93.05,5,Toys,Toys_General,01-01-2022,60.4825,26,6,Summer,1,92,82,7,1151,Snowy,94.91,93.02
28-06-2022,P0014,S001,West,30,565.725,19.85,5,Groceries,Groceries_General,01-01-2022,12.9025,26,6,Summer,1,144,76,7,1167,Cloudy,18.31,29.77
28-06-2022,P0015,S001,South,102,4910.382,53.49,10,Electronics,Electronics_General,01-01-2022,34.7685,26,6,Summer,0,498,149,7,1166,Cloudy,53.69,105.61
28-06-2022,P0016,S001,West,148,11797.524,93.78,15,Clothing,Clothing_General,01-01-2022,60.957,26,6,Summer,0,344,137,7,1169,Cloudy,92.6,143.33
28-06-2022,P0017,S001,North,28,2586.318,97.23,5,Clothing,Clothing_General,01-01-2022,63.1995,26,6,Summer,0,106,191,7,1151,Sunny,100.18,22.08
28-06-2022,P0018,S001,North,112,6817.664,76.09,20,Groceries,Groceries_General,01-01-2022,49.4585,26,6,Summer,1,485,66,7,1132,Sunny,76.47,123.14
28-06-2022,P0019,S001,West,7,291.2,41.6,0,Groceries,Groceries_General,01-01-2022,27.04,26,6,Summer,1,137,31,7,1145,Snowy,37.99,18.81
28-06-2022,P0020,S001,West,85,2932.5,34.5,0,Groceries,Groceries_General,01-01-2022,22.425,26,6,Summer,1,195,137,7,1167,Cloudy,33.18,98.64
28-06-2022,P0001,S002,West,76,2549.952,41.94,20,Furniture,Furniture_General,01-01-2022,27.261,26,6,Summer,1,215,99,7,1145,Rainy,39.64,80.56
28-06-2022,P0002,S002,North,104,3443.44,33.11,0,Electronics,Electronics_General,01-01-2022,21.5215,26,6,Summer,1,364,138,7,1122,Sunny,33.28,106.56
28-06-2022,P0003,S002,South,131,4855.122,41.18,10,Toys,Toys_General,01-01-2022,26.767,26,6,Summer,1,181,160,7,1134,Cloudy,40.54,122.09
28-06-2022,P0004,S002,West,72,6083.424,93.88,10,Groceries,Groceries_General,01-01-2022,61.022,26,6,Summer,0,186,51,7,1139,Cloudy,98.1,64.51
28-06-2022,P0005,S002,East,89,3794.96,42.64,0,Furniture,Furniture_General,01-01-2022,27.716,26,6,Summer,0,190,93,7,1158,Snowy,41.02,91.7
28-06-2022,P0006,S002,North,335,27748.8875,97.45,15,Toys,Toys_General,01-01-2022,63.3425,26,6,Summer,1,399,96,7,1143,Snowy,98.52,353.52
28-06-2022,P0007,S002,East,349,20363.801,61.42,5,Clothing,Clothing_General,01-01-2022,39.923,26,6,Summer,1,423,52,7,1148,Cloudy,57.82,342.6
28-06-2022,P0008,S002,South,146,3111.26,21.31,0,Electronics,Electronics_General,01-01-2022,13.8515,26,6,Summer,0,248,107,7,1123,Cloudy,24,147.56
28-06-2022,P0009,S002,East,14,455.056,40.63,20,Furniture,Furniture_General,01-01-2022,26.4095,26,6,Summer,0,175,114,7,1154,Rainy,39.55,11.65
28-06-2022,P0010,S002,North,78,2480.166,35.33,10,Furniture,Furniture_General,01-01-2022,22.9645,26,6,Summer,0,130,188,7,1141,Rainy,35.1,84.13
28-06-2022,P0011,S002,East,15,899.7,59.98,0,Electronics,Electronics_General,01-01-2022,38.987,26,6,Summer,0,187,142,7,1148,Snowy,60.2,7.86
28-06-2022,P0012,S002,West,14,853.58,60.97,0,Groceries,Groceries_General,01-01-2022,39.6305,26,6,Summer,0,77,101,7,1130,Snowy,61.39,21.05
28-06-2022,P0013,S002,East,36,2798.784,97.18,20,Groceries,Groceries_General,01-01-2022,63.167,26,6,Summer,1,135,107,7,1151,Rainy,100.83,42.75
28-06-2022,P0014,S002,West,223,12543.6385,59.21,5,Electronics,Electronics_General,01-01-2022,38.4865,26,6,Summer,0,224,37,7,1167,Cloudy,54.31,228.25
28-06-2022,P0015,S002,North,42,683.046,18.07,10,Groceries,Groceries_General,01-01-2022,11.7455,26,6,Summer,0,159,27,7,1166,Sunny,17.38,37.59
28-06-2022,P0016,S002,East,232,10574.792,47.98,5,Groceries,Groceries_General,01-01-2022,31.187,26,6,Summer,0,456,80,7,1169,Cloudy,44.84,248.05
28-06-2022,P0017,S002,North,99,7026.4755,74.71,5,Furniture,Furniture_General,01-01-2022,48.5615,26,6,Summer,1,414,74,7,1151,Snowy,72.79,108.79
28-06-2022,P0018,S002,West,100,1824,22.8,20,Toys,Toys_General,01-01-2022,14.82,26,6,Summer,0,242,196,7,1132,Rainy,25.78,109.27
28-06-2022,P0019,S002,West,97,6550.119,75.03,10,Clothing,Clothing_General,01-01-2022,48.7695,26,6,Summer,0,121,165,7,1145,Rainy,74.04,103.8
28-06-2022,P0020,S002,South,103,4856.2955,49.63,5,Electronics,Electronics_General,01-01-2022,32.2595,26,6,Summer,0,196,99,7,1167,Snowy,49.98,100.92
28-06-2022,P0001,S003,South,42,2858.688,85.08,20,Clothing,Clothing_General,01-01-2022,55.302,26,6,Summer,0,73,49,7,1145,Cloudy,82.58,39.02
28-06-2022,P0002,S003,East,66,1499.52,28.4,20,Furniture,Furniture_General,01-01-2022,18.46,26,6,Summer,1,477,149,7,1122,Sunny,24.45,72.43
28-06-2022,P0003,S003,East,353,7550.67,21.39,0,Clothing,Clothing_General,01-01-2022,13.9035,26,6,Summer,1,453,106,7,1134,Rainy,20.19,345.92
28-06-2022,P0004,S003,North,311,29252.5045,99.01,5,Clothing,Clothing_General,01-01-2022,64.3565,26,6,Summer,0,485,108,7,1139,Sunny,99.06,324.73
28-06-2022,P0005,S003,East,2,137.712,72.48,5,Furniture,Furniture_General,01-01-2022,47.112,26,6,Summer,0,80,97,7,1158,Sunny,76.32,3.54
28-06-2022,P0006,S003,North,373,3809.2625,10.75,5,Electronics,Electronics_General,01-01-2022,6.9875,26,6,Summer,1,445,73,7,1143,Snowy,10.41,363.24
28-06-2022,P0007,S003,East,199,19070.17,95.83,0,Clothing,Clothing_General,01-01-2022,62.2895,26,6,Summer,0,414,174,7,1148,Snowy,96.3,190.15
28-06-2022,P0008,S003,South,128,7036.992,57.87,5,Clothing,Clothing_General,01-01-2022,37.6155,26,6,Summer,1,179,122,7,1123,Sunny,56.71,133.1
28-06-2022,P0009,S003,West,2,92.124,51.18,10,Electronics,Electronics_General,01-01-2022,33.267,26,6,Summer,0,115,123,7,1154,Cloudy,55.08,3.72
28-06-2022,P0010,S003,West,189,16103.8395,89.69,5,Toys,Toys_General,01-01-2022,58.2985,26,6,Summer,1,460,150,7,1141,Sunny,92.9,183.9
28-06-2022,P0011,S003,West,96,4292.784,47.07,5,Electronics,Electronics_General,01-01-2022,30.5955,26,6,Summer,0,231,151,7,1148,Rainy,45.77,101.39
28-06-2022,P0012,S003,West,75,2888.4,48.14,20,Furniture,Furniture_General,01-01-2022,31.291,26,6,Summer,0,105,103,7,1130,Rainy,43.25,65.25
28-06-2022,P0013,S003,North,188,16220.64,86.28,0,Groceries,Groceries_General,01-01-2022,56.082,26,6,Summer,1,206,123,7,1151,Rainy,86.23,180.16
28-06-2022,P0014,S003,West,198,9038.205,48.05,5,Electronics,Electronics_General,01-01-2022,31.2325,26,6,Summer,1,221,67,7,1167,Cloudy,44.86,205.19
28-06-2022,P0015,S003,North,330,23609.52,89.43,20,Furniture,Furniture_General,01-01-2022,58.1295,26,6,Summer,0,343,33,7,1166,Rainy,92.73,342.88
28-06-2022,P0016,S003,East,90,3351.465,43.81,15,Furniture,Furniture_General,01-01-2022,28.4765,26,6,Summer,0,373,60,7,1169,Snowy,39.4,104.34
28-06-2022,P0017,S003,East,62,3362.787,63.81,15,Groceries,Groceries_General,01-01-2022,41.4765,26,6,Summer,0,81,140,7,1151,Rainy,61.39,65.43
28-06-2022,P0018,S003,South,36,1512.72,42.02,0,Groceries,Groceries_General,01-01-2022,27.313,26,6,Summer,1,233,36,7,1132,Snowy,46.43,53.56
28-06-2022,P0019,S003,East,42,3113.796,78.04,5,Clothing,Clothing_General,01-01-2022,50.726,26,6,Summer,0,427,131,7,1145,Rainy,81.11,40.09
28-06-2022,P0020,S003,North,84,1985.76,23.64,0,Clothing,Clothing_General,01-01-2022,15.366,26,6,Summer,1,258,30,7,1167,Sunny,23.44,99.54
28-06-2022,P0001,S004,North,210,18444.3,87.83,0,Electronics,Electronics_General,01-01-2022,57.0895,26,6,Summer,1,255,64,7,1145,Sunny,92.32,206.79
28-06-2022,P0002,S004,East,158,13142.124,92.42,10,Furniture,Furniture_General,01-01-2022,60.073,26,6,Summer,0,331,188,7,1122,Snowy,90.23,161.34
28-06-2022,P0003,S004,East,104,8089.744,81.88,5,Groceries,Groceries_General,01-01-2022,53.222,26,6,Summer,1,185,52,7,1134,Snowy,78.68,108.8
28-06-2022,P0004,S004,South,37,1076.848,36.38,20,Electronics,Electronics_General,01-01-2022,23.647,26,6,Summer,0,471,95,7,1139,Sunny,39.87,52.69
28-06-2022,P0005,S004,South,85,6492.385,89.86,15,Furniture,Furniture_General,01-01-2022,58.409,26,6,Summer,1,87,76,7,1158,Sunny,94.17,84.48
28-06-2022,P0006,S004,West,330,14085.555,44.93,5,Clothing,Clothing_General,01-01-2022,29.2045,26,6,Summer,1,406,43,7,1143,Cloudy,45,334.4
28-06-2022,P0007,S004,South,272,23402.88,86.04,0,Groceries,Groceries_General,01-01-2022,55.926,26,6,Summer,0,413,103,7,1148,Rainy,86.33,284.14
28-06-2022,P0008,S004,South,6,273.744,57.03,20,Furniture,Furniture_General,01-01-2022,37.0695,26,6,Summer,0,184,112,7,1123,Snowy,60.96,25.61
28-06-2022,P0009,S004,West,93,1807.641,20.46,5,Furniture,Furniture_General,01-01-2022,13.299,26,6,Summer,0,242,74,7,1154,Snowy,16.2,91.95
28-06-2022,P0010,S004,South,60,3101.4,51.69,0,Groceries,Groceries_General,01-01-2022,33.5985,26,6,Summer,0,185,50,7,1141,Sunny,52.41,57.36
28-06-2022,P0011,S004,South,71,2652.56,46.7,20,Electronics,Electronics_General,01-01-2022,30.355,26,6,Summer,1,198,122,7,1148,Sunny,49,73.3
28-06-2022,P0012,S004,North,28,2044,91.25,20,Clothing,Clothing_General,01-01-2022,59.3125,26,6,Summer,1,296,71,7,1130,Sunny,91.32,35.66
28-06-2022,P0013,S004,South,174,11765.88,67.62,0,Clothing,Clothing_General,01-01-2022,43.953,26,6,Summer,1,489,48,7,1151,Snowy,69.09,188.02
28-06-2022,P0014,S004,South,35,579.6,18.4,10,Toys,Toys_General,01-01-2022,11.96,26,6,Summer,0,211,136,7,1167,Snowy,19.87,45.35
28-06-2022,P0015,S004,East,169,5101.434,33.54,10,Toys,Toys_General,01-01-2022,21.801,26,6,Summer,0,372,171,7,1166,Snowy,31.65,168.03
28-06-2022,P0016,S004,West,170,2543.625,15.75,5,Groceries,Groceries_General,01-01-2022,10.2375,26,6,Summer,1,287,186,7,1169,Rainy,10.77,183.01
28-06-2022,P0017,S004,North,1,44.9225,52.85,15,Clothing,Clothing_General,01-01-2022,34.3525,26,6,Summer,0,79,162,7,1151,Rainy,55.32,15.97
28-06-2022,P0018,S004,East,105,2560.005,27.09,10,Groceries,Groceries_General,01-01-2022,17.6085,26,6,Summer,0,360,123,7,1132,Rainy,26.28,106.07
28-06-2022,P0019,S004,North,79,753.423,11.22,15,Groceries,Groceries_General,01-01-2022,7.293,26,6,Summer,1,89,198,7,1145,Rainy,6.52,85.59
28-06-2022,P0020,S004,South,299,20729.072,86.66,20,Furniture,Furniture_General,01-01-2022,56.329,26,6,Summer,1,376,136,7,1167,Rainy,84.4,300.14
28-06-2022,P0001,S005,South,86,1552.3,19,5,Clothing,Clothing_General,01-01-2022,12.35,26,6,Summer,1,236,149,7,1145,Cloudy,19.33,93.46
28-06-2022,P0002,S005,North,44,3168,80,10,Furniture,Furniture_General,01-01-2022,52,26,6,Summer,0,87,37,7,1122,Rainy,78.68,54.22
28-06-2022,P0003,S005,South,28,271.908,10.79,10,Furniture,Furniture_General,01-01-2022,7.0135,26,6,Summer,1,217,155,7,1134,Cloudy,12.38,20.91
28-06-2022,P0004,S005,West,129,4582.08,44.4,20,Furniture,Furniture_General,01-01-2022,28.86,26,6,Summer,1,437,53,7,1139,Snowy,42.27,140.48
28-06-2022,P0005,S005,South,327,5347.758,19.24,15,Groceries,Groceries_General,01-01-2022,12.506,26,6,Summer,1,352,115,7,1158,Rainy,20.02,330.04
28-06-2022,P0006,S005,North,29,1791.968,77.24,20,Furniture,Furniture_General,01-01-2022,50.206,26,6,Summer,1,443,107,7,1143,Rainy,81.15,47.45
28-06-2022,P0007,S005,West,116,8533.656,81.74,10,Electronics,Electronics_General,01-01-2022,53.131,26,6,Summer,0,143,161,7,1148,Cloudy,80.7,113.13
28-06-2022,P0008,S005,South,261,2108.88,10.1,20,Clothing,Clothing_General,01-01-2022,6.565,26,6,Summer,1,276,101,7,1123,Sunny,6.2,266.99
28-06-2022,P0009,S005,East,4,199.08,49.77,0,Furniture,Furniture_General,01-01-2022,32.3505,26,6,Summer,1,220,165,7,1154,Cloudy,45.73,5.64
28-06-2022,P0010,S005,North,70,5744.725,96.55,15,Furniture,Furniture_General,01-01-2022,62.7575,26,6,Summer,0,177,169,7,1141,Sunny,98.19,88.08
28-06-2022,P0011,S005,North,178,14102.94,83.4,5,Groceries,Groceries_General,01-01-2022,54.21,26,6,Summer,1,226,109,7,1148,Cloudy,88.25,171.6
28-06-2022,P0012,S005,West,192,9113.088,59.33,20,Furniture,Furniture_General,01-01-2022,38.5645,26,6,Summer,1,425,50,7,1130,Sunny,58.31,198.87
28-06-2022,P0013,S005,North,48,2524.176,58.43,10,Furniture,Furniture_General,01-01-2022,37.9795,26,6,Summer,1,85,154,7,1151,Cloudy,60.02,61.05
28-06-2022,P0014,S005,East,19,1481.544,86.64,10,Groceries,Groceries_General,01-01-2022,56.316,26,6,Summer,0,162,159,7,1167,Snowy,85.27,13.62
28-06-2022,P0015,S005,North,146,8606.992,73.69,20,Electronics,Electronics_General,01-01-2022,47.8985,26,6,Summer,1,197,22,7,1166,Sunny,70.64,139.04
28-06-2022,P0016,S005,East,222,8353.749,44.27,15,Toys,Toys_General,01-01-2022,28.7755,26,6,Summer,0,495,169,7,1169,Snowy,41.23,217.82
28-06-2022,P0017,S005,South,193,9319.584,60.36,20,Clothing,Clothing_General,01-01-2022,39.234,26,6,Summer,1,234,169,7,1151,Rainy,63.09,187.6
28-06-2022,P0018,S005,South,76,4520.48,59.48,0,Furniture,Furniture_General,01-01-2022,38.662,26,6,Summer,0,226,60,7,1132,Snowy,55.84,82.62
28-06-2022,P0019,S005,East,104,9082.684,91.93,5,Electronics,Electronics_General,01-01-2022,59.7545,26,6,Summer,0,259,138,7,1145,Sunny,91.66,121.16
28-06-2022,P0020,S005,South,43,3122.1655,76.43,5,Electronics,Electronics_General,01-01-2022,49.6795,26,6,Summer,0,82,97,7,1167,Sunny,73.78,50.87
29-06-2022,P0001,S001,North,22,1774.08,80.64,0,Clothing,Clothing_General,01-01-2022,52.416,26,6,Summer,1,58,103,7,1145,Rainy,85.29,22.15
29-06-2022,P0002,S001,East,319,4731.5675,17.45,15,Clothing,Clothing_General,01-01-2022,11.3425,26,6,Summer,0,319,49,7,1122,Snowy,18.29,322.66
29-06-2022,P0003,S001,East,212,12159.684,63.73,10,Furniture,Furniture_General,01-01-2022,41.4245,26,6,Summer,0,274,156,7,1134,Rainy,61.73,230.91
29-06-2022,P0004,S001,East,332,19135.152,64.04,10,Toys,Toys_General,01-01-2022,41.626,26,6,Summer,0,435,57,7,1139,Rainy,63.4,349.04
29-06-2022,P0005,S001,West,121,2841.201,26.09,10,Electronics,Electronics_General,01-01-2022,16.9585,26,6,Summer,1,168,149,7,1158,Rainy,23.38,131.81
29-06-2022,P0006,S001,South,1,80.92,95.2,15,Furniture,Furniture_General,01-01-2022,61.88,26,6,Summer,0,237,165,7,1143,Cloudy,91.46,3.7
29-06-2022,P0007,S001,South,144,1521.432,12.43,15,Toys,Toys_General,01-01-2022,8.0795,26,6,Summer,1,340,182,7,1148,Snowy,8.05,150.99
29-06-2022,P0008,S001,East,51,1680.6795,38.77,15,Toys,Toys_General,01-01-2022,25.2005,26,6,Summer,1,140,33,7,1123,Sunny,36.81,49.77
29-06-2022,P0009,S001,South,154,3529.064,26.96,15,Groceries,Groceries_General,01-01-2022,17.524,26,6,Summer,1,256,141,7,1154,Sunny,31.62,167.86
29-06-2022,P0010,S001,East,206,4626.76,22.46,0,Electronics,Electronics_General,01-01-2022,14.599,26,6,Summer,0,392,195,7,1141,Rainy,23.57,216.43
29-06-2022,P0011,S001,South,76,4271.2,56.2,0,Groceries,Groceries_General,01-01-2022,36.53,26,6,Summer,1,262,181,7,1148,Rainy,57.53,73.96
29-06-2022,P0012,S001,West,105,6480.4425,72.61,15,Clothing,Clothing_General,01-01-2022,47.1965,26,6,Summer,0,115,56,7,1130,Sunny,73.7,96.39
29-06-2022,P0013,S001,West,222,3726.048,20.98,20,Groceries,Groceries_General,01-01-2022,13.637,26,6,Summer,1,316,171,7,1151,Snowy,19.09,220.07
29-06-2022,P0014,S001,West,39,1839.5325,49.65,5,Clothing,Clothing_General,01-01-2022,32.2725,26,6,Summer,1,111,97,7,1167,Snowy,53.52,32.59
29-06-2022,P0015,S001,West,147,10560.48,71.84,0,Electronics,Electronics_General,01-01-2022,46.696,26,6,Summer,0,157,74,7,1166,Cloudy,76.07,153.85
29-06-2022,P0016,S001,West,27,1786.266,69.64,5,Furniture,Furniture_General,01-01-2022,45.266,26,6,Summer,0,246,111,7,1169,Sunny,71.73,30.92
29-06-2022,P0017,S001,West,117,9980.1,85.3,0,Furniture,Furniture_General,01-01-2022,55.445,26,6,Summer,0,282,93,7,1151,Sunny,86.81,122.91
29-06-2022,P0018,S001,East,60,4742.28,87.82,10,Furniture,Furniture_General,01-01-2022,57.083,26,6,Summer,1,468,27,7,1132,Sunny,86.19,51.13
29-06-2022,P0019,S001,West,45,1674.09,39.16,5,Toys,Toys_General,01-01-2022,25.454,26,6,Summer,1,107,67,7,1145,Sunny,37.18,46.35
29-06-2022,P0020,S001,West,59,1107.135,20.85,10,Toys,Toys_General,01-01-2022,13.5525,26,6,Summer,1,96,107,7,1167,Cloudy,23.97,59.19
29-06-2022,P0001,S002,East,60,5486.4,91.44,0,Furniture,Furniture_General,01-01-2022,59.436,26,6,Summer,1,238,124,7,1145,Cloudy,89.54,65.1
29-06-2022,P0002,S002,South,44,1208.24,27.46,0,Toys,Toys_General,01-01-2022,17.849,26,6,Summer,1,418,97,7,1122,Snowy,29.49,42.38
29-06-2022,P0003,S002,West,45,1710.9,38.02,0,Electronics,Electronics_General,01-01-2022,24.713,26,6,Summer,1,189,32,7,1134,Cloudy,34.14,59.52
29-06-2022,P0004,S002,East,168,10688.412,66.97,5,Groceries,Groceries_General,01-01-2022,43.5305,26,6,Summer,1,267,88,7,1139,Rainy,68.58,169.97
29-06-2022,P0005,S002,East,256,23022.08,89.93,0,Groceries,Groceries_General,01-01-2022,58.4545,26,6,Summer,1,481,184,7,1158,Cloudy,88.26,275.18
29-06-2022,P0006,S002,South,48,1173.408,28.76,15,Groceries,Groceries_General,01-01-2022,18.694,26,6,Summer,0,107,136,7,1143,Sunny,26.75,46.6
29-06-2022,P0007,S002,East,73,3521.3375,56.75,15,Furniture,Furniture_General,01-01-2022,36.8875,26,6,Summer,1,244,182,7,1148,Cloudy,53.16,91.67
29-06-2022,P0008,S002,South,40,1721.76,50.64,15,Furniture,Furniture_General,01-01-2022,32.916,26,6,Summer,1,367,111,7,1123,Cloudy,49.41,56.04
29-06-2022,P0009,S002,South,15,165,13.75,20,Furniture,Furniture_General,01-01-2022,8.9375,26,6,Summer,1,139,153,7,1154,Snowy,9.85,33.84
29-06-2022,P0010,S002,East,64,4501.632,74.04,5,Furniture,Furniture_General,01-01-2022,48.126,26,6,Summer,1,69,42,7,1141,Rainy,75.09,55.42
29-06-2022,P0011,S002,East,1,18.8,18.8,0,Furniture,Furniture_General,01-01-2022,12.22,26,6,Summer,1,490,135,7,1148,Cloudy,16.82,0
29-06-2022,P0012,S002,West,161,13565.86,84.26,0,Toys,Toys_General,01-01-2022,54.769,26,6,Summer,1,228,193,7,1130,Snowy,82.44,174.45
29-06-2022,P0013,S002,East,157,6581.44,41.92,0,Groceries,Groceries_General,01-01-2022,27.248,26,6,Summer,0,348,102,7,1151,Sunny,45.24,170.81
29-06-2022,P0014,S002,East,143,2820.246,20.76,5,Toys,Toys_General,01-01-2022,13.494,26,6,Summer,1,201,122,7,1167,Sunny,17.99,135.31
29-06-2022,P0015,S002,East,311,7214.889,24.42,5,Toys,Toys_General,01-01-2022,15.873,26,6,Summer,0,403,90,7,1166,Cloudy,23.6,316.12
29-06-2022,P0016,S002,North,143,5326.893,41.39,10,Furniture,Furniture_General,01-01-2022,26.9035,26,6,Summer,0,371,132,7,1169,Cloudy,40.63,154.54
29-06-2022,P0017,S002,North,132,5228.52,46.6,15,Groceries,Groceries_General,01-01-2022,30.29,26,6,Summer,1,342,175,7,1151,Snowy,49.27,136.47
29-06-2022,P0018,S002,West,90,1958.58,24.18,10,Toys,Toys_General,01-01-2022,15.717,26,6,Summer,0,271,71,7,1132,Rainy,23.99,96.63
29-06-2022,P0019,S002,East,30,527.76,21.99,20,Electronics,Electronics_General,01-01-2022,14.2935,26,6,Summer,1,449,130,7,1145,Snowy,18.69,34.24
29-06-2022,P0020,S002,East,224,5568.976,26.17,5,Toys,Toys_General,01-01-2022,17.0105,26,6,Summer,0,307,129,7,1167,Rainy,29.2,214.66
29-06-2022,P0001,S003,North,32,1782.4,55.7,0,Toys,Toys_General,01-01-2022,36.205,26,6,Summer,0,212,191,7,1145,Sunny,60.26,44.24
29-06-2022,P0002,S003,East,91,3146.416,43.22,20,Electronics,Electronics_General,01-01-2022,28.093,26,6,Summer,0,190,159,7,1122,Snowy,38.41,96.79
29-06-2022,P0003,S003,West,7,377.384,67.39,20,Clothing,Clothing_General,01-01-2022,43.8035,26,6,Summer,1,64,108,7,1134,Cloudy,72.09,22.75
29-06-2022,P0004,S003,West,49,2256.744,48.48,5,Groceries,Groceries_General,01-01-2022,31.512,26,6,Summer,1,357,35,7,1139,Sunny,46.59,56.66
29-06-2022,P0005,S003,East,57,1288.2285,23.79,5,Clothing,Clothing_General,01-01-2022,15.4635,26,6,Summer,0,99,138,7,1158,Rainy,27.32,72.43
29-06-2022,P0006,S003,South,6,405.66,67.61,0,Groceries,Groceries_General,01-01-2022,43.9465,26,6,Summer,1,67,44,7,1143,Rainy,70.91,0
29-06-2022,P0007,S003,South,95,2720.135,30.14,5,Toys,Toys_General,01-01-2022,19.591,26,6,Summer,0,98,144,7,1148,Snowy,34.55,97.14
29-06-2022,P0008,S003,North,392,18180.96,46.38,0,Electronics,Electronics_General,01-01-2022,30.147,26,6,Summer,1,412,130,7,1123,Cloudy,46.73,401.21
29-06-2022,P0009,S003,East,148,6558.176,55.39,20,Toys,Toys_General,01-01-2022,36.0035,26,6,Summer,1,206,95,7,1154,Rainy,51.09,164.93
29-06-2022,P0010,S003,East,180,6846.12,42.26,10,Clothing,Clothing_General,01-01-2022,27.469,26,6,Summer,1,186,87,7,1141,Rainy,37.9,185.26
29-06-2022,P0011,S003,West,347,17217.6195,52.23,5,Groceries,Groceries_General,01-01-2022,33.9495,26,6,Summer,1,411,113,7,1148,Snowy,52.82,352.79
29-06-2022,P0012,S003,North,236,7465.86,35.15,10,Furniture,Furniture_General,01-01-2022,22.8475,26,6,Summer,0,277,127,7,1130,Snowy,38.69,240.01
29-06-2022,P0013,S003,North,467,24339.573,57.91,10,Furniture,Furniture_General,01-01-2022,37.6415,26,6,Summer,1,499,88,7,1151,Sunny,57.72,471.99
29-06-2022,P0014,S003,West,50,3574,89.35,20,Toys,Toys_General,01-01-2022,58.0775,26,6,Summer,0,118,20,7,1167,Snowy,90.21,57.6
29-06-2022,P0015,S003,East,155,3230.2,26.05,20,Toys,Toys_General,01-01-2022,16.9325,26,6,Summer,1,234,165,7,1166,Sunny,22.27,165.43
29-06-2022,P0016,S003,North,39,1768.338,50.38,10,Clothing,Clothing_General,01-01-2022,32.747,26,6,Summer,0,316,95,7,1169,Snowy,55.19,37.91
29-06-2022,P0017,S003,South,264,17756.772,79.13,15,Groceries,Groceries_General,01-01-2022,51.4345,26,6,Summer,0,324,178,7,1151,Sunny,74.2,254.05
29-06-2022,P0018,S003,North,213,2737.7955,13.53,5,Electronics,Electronics_General,01-01-2022,8.7945,26,6,Summer,1,337,44,7,1132,Cloudy,9.29,209.99
29-06-2022,P0019,S003,North,335,27626.445,91.63,10,Toys,Toys_General,01-01-2022,59.5595,26,6,Summer,1,391,135,7,1145,Cloudy,95.11,342.78
29-06-2022,P0020,S003,South,104,1860.82,21.05,15,Toys,Toys_General,01-01-2022,13.6825,26,6,Summer,0,251,34,7,1167,Cloudy,22.13,116.98
29-06-2022,P0001,S004,South,90,4919.94,60.74,10,Toys,Toys_General,01-01-2022,39.481,26,6,Summer,1,228,143,7,1145,Snowy,65.57,104.06
29-06-2022,P0002,S004,South,82,5218.48,63.64,0,Toys,Toys_General,01-01-2022,41.366,26,6,Summer,0,135,52,7,1122,Rainy,60.01,90.03
29-06-2022,P0003,S004,South,33,1453.386,46.36,5,Electronics,Electronics_General,01-01-2022,30.134,26,6,Summer,0,72,60,7,1134,Cloudy,41.68,48.89
29-06-2022,P0004,S004,North,22,736.56,37.2,10,Furniture,Furniture_General,01-01-2022,24.18,26,6,Summer,1,276,136,7,1139,Sunny,40.12,34.34
29-06-2022,P0005,S004,West,266,15079.54,56.69,0,Groceries,Groceries_General,01-01-2022,36.8485,26,6,Summer,0,323,88,7,1158,Rainy,55.82,285.65
29-06-2022,P0006,S004,South,245,20868.365,89.66,5,Groceries,Groceries_General,01-01-2022,58.279,26,6,Summer,1,347,186,7,1143,Sunny,85.81,262.63
